Na2O_coal ,MgO_coal,Al2O3_coal,SiO2_coal,p2o5_coal,K2O_coal,TiO2_coal,MnO2_coal,Fe2O3_coal,CaO_coal,SO3_coal,na20_flyash,MgO_flyash,Al2O3_flyash,SiO2_flyash,p2o5_flyash,K2O_flyash,TiO2_flyash,MnO2_flyash,Fe2O3_flyash,CaO_flyash,SO3_flyash
0.66,2.03,15.46,31.71,0.16,2.47,0.3,0.13,11.92,15.65,15.47,0.93,2.95,17.66,40.52,0.2,3.29,0.34,0.17,13.75,22.17,3.56
0.58,1.8,13.7,27.01,0.2,2.79,0.34,0.17,10.98,20.04,15.56,0.74,2.37,16.5,34.25,0.24,3.51,0.38,0.22,15.22,27.85,4.115
0.5,1.55,17.4,29.2,0.16,2.27,0.34,0.14,12.31,12.55,15.34,0.92,2.68,18,32.72,0.19,2.82,0.37,0.15,15.05,19.61,3.63
0.97,2.01,16,22.03,0.17,2.57,0.36,0.13,14.26,18.88,15.19,1.55,2.73,16,31.03,0.18,3.14,0.42,0.18,16.05,22,2.2325
0.9,2.26,12.39,35.45,0.17,2.13,0.28,0.14,11.66,19.77,13.74,1.03,2.65,19.57,42.97,0.21,2.95,0.4,0.15,14.8,27.18,2.275
0.97,2.1,15.1,35.16,0.15,1.83,0.36,0.13,14.33,8.26,17.39,1.49,2.77,17.07,40.34,0.18,2.95,0.41,0.16,16.27,7.64,3.485
1.1,2.09,14.5,31.53,0.17,1.76,0.36,0.14,14.54,13.78,20.82,1.47,2.85,16.39,35.47,0.24,2.98,0.42,0.19,16.7,25.37,2.8075
1.06,2.57,10.38,36.31,0.13,2.24,0.23,0.13,12.13,20.39,20.68,1.84,3.74,12.58,42,0.16,2.98,0.3,0.18,14.35,26.52,3.67
0.48,1.73,18.29,31.5,0.12,2.09,0.33,0.1,13.78,13.66,18.21,1.29,2.68,17.5,41.18,0.13,2.65,0.38,0.16,12.39,22.77,3.025
1.25,2.49,13.04,26.01,0.17,2.08,0.31,0.14,15.5,18.43,19.12,1.36,2.78,15.75,37.52,0.2,2.36,0.35,0.16,13.4,23.99,3.7675
1.11,2.44,11.3,27.72,0.15,2.2,0.25,0.14,13.93,17.42,17.11,1.73,3.46,10.04,36.67,0.19,2.71,0.33,0.2,14.1,22.92,3.1375
0.75,1.92,16.38,33.08,0.17,2.04,0.31,0.11,12.64,16.89,19.52,1.72,2.99,15.13,37.39,0.22,2.63,0.35,0.17,14.71,24.76,3.2925
1.26,2.64,10.88,29.45,0.16,2.35,0.25,0.14,13.22,10.3,17.81,1.73,3.43,13.24,33.88,0.19,2.77,0.3,0.19,15.95,14.24,2.8175
0.43,1.63,17.38,29.08,0.19,2.23,0.34,0.11,14.02,17.71,17.62,1.2,2.78,17.36,31.14,0.23,2.47,0.37,0.15,16.44,22.29,3.1925
1.01,2.42,12.42,31.11,0.18,2.17,0.29,0.14,12.71,8.87,16.54,0.73,2.19,19.72,34.46,0.22,3.09,0.34,0.13,14.72,11.37,2.2425
1.02,2.4,13.4,28.38,0.13,2.2,0.32,0.12,14.05,8.99,14.32,1.41,2.93,15.61,32.95,0.18,2.8,0.34,0.17,16.86,11.7,3.435
0.98,2.47,14.05,33.2,0.16,2.15,0.29,0.14,13.87,21.84,13.69,1.68,3.28,14.56,36.41,0.2,2.52,0.34,0.17,16.03,29.45,2.9925
0.92,2.29,13.1,33.01,0.16,2.02,0.26,0.16,12.07,19.74,14.42,1.63,3.46,13.61,34.81,0.22,2.73,0.29,0.21,14.99,25.55,2.4
0.59,1.65,19.65,31.45,0.19,1.88,0.36,0.1,13.38,18.68,16.44,0.69,2.11,20.62,40.17,0.15,2.41,0.39,0.13,15.1,24.29,3.0525
0.58,1.69,19.53,30.87,0.14,1.71,0.36,0.1,13.45,18.67,18.11,0.8,2.08,20.41,38.12,0.18,2.72,0.37,0.13,16.5,24.73,3.72
1.08,2.29,11.79,29.43,0.17,1.8,0.26,0.13,13.59,16.7,17.26,1.63,3.27,13.7,32.46,0.23,2.47,0.3,0.19,17.02,23.47,3.34
1.16,2.54,13.05,28.45,0.12,1.65,0.31,0.13,15.21,23.12,17.85,1.66,3.36,16.49,34.29,0.15,2.91,0.39,0.17,18.35,33.43,4.3225
1.26,2.59,10.71,27.26,0.16,2.11,0.24,0.14,14.4,21.28,18.39,1.97,3.8,13.26,31.65,0.18,2.48,0.3,0.18,16.77,27.02,2.605
1,2.29,12.04,23.45,0.17,1.72,0.27,0.13,14.39,18.25,22.03,1.71,3.31,14.04,32.36,0.24,2.66,0.32,0.17,16.01,24.2,4.6825
1.16,2.79,10.39,25.66,0.15,1.68,0.21,0.14,13.52,16.19,18.18,1.69,3.44,14.2,29.45,0.19,2.3,0.31,0.17,16.45,27.17,4.105
1.23,2.69,11.04,24.03,0.15,2.02,0.27,0.14,13.17,12.3,19.88,1.87,3.85,13.84,39.08,0.2,2.61,0.34,0.19,15.13,22.35,4.1575
0.78,1.92,18.05,30.32,0.1,1.7,0.34,0.1,12.14,20.35,20.99,1.41,2.97,17.28,31.15,0.12,2.43,0.36,0.14,16.32,25.9,3.8375
0.85,2.24,15.4,25.99,0.13,1.84,0.29,0.12,13.36,21.48,18.17,1.31,3.05,17.51,36,0.13,2.6,0.34,0.16,15.25,17.46,3.7575
0.83,2.33,14.88,24.56,0.13,1.8,0.32,0.11,12.96,11.48,18.12,1.57,3.39,14.31,29.01,0.16,2.09,0.33,0.18,15.81,14.88,3.72
1.13,2.91,10.28,27.88,0.15,2.02,0.23,0.15,12.03,12.81,16.77,0.93,2.45,18.22,32.62,0.17,2.69,0.39,0.12,14.91,15.71,3.6275
0.75,2,16.73,25.66,0.17,1.82,0.34,0.09,12.82,12.18,23.2,0.82,2.36,18.66,31.72,0.2,2.32,0.38,0.12,15.94,14.49,4.1475
0.95,2.36,13.12,26.82,0.15,2.17,0.28,0.11,12.74,11.3,18.1,1.54,3.28,15.12,33.8,0.18,2.51,0.32,0.14,14.54,18.38,3.4125
0.69,1.9,16.25,24.32,0.16,1.75,0.3,0.09,12.76,13.5,15.83,0.81,2.31,19.04,25.6,0.19,2.53,0.36,0.12,16.35,19.73,3.4
0.96,2.35,14.72,28.94,0.21,1.92,0.31,0.12,13.36,14.85,17.77,1.45,3.07,17.63,32.7,0.24,3.19,0.37,0.15,16.8,20.04,4.095
1,2.35,14.31,26.44,0.18,2.15,0.29,0.1,13.34,16.33,15.81,1.64,3.27,14.57,30.35,0.21,2.55,0.33,0.15,16.36,22.38,2.98
1.13,2.49,13.95,25.35,0.21,1.84,0.32,0.12,14.86,5.08,18.02,1.6,3.29,16.19,31.44,0.22,2.56,0.37,0.17,15.28,14.64,3.4
0.92,2.16,16.5,24.7,0.2,1.98,0.32,0.1,14.63,11.99,19.09,1.55,3.2,16.87,32.88,0.22,2.63,0.15,0.15,15.3,16.69,3.075
0.53,1.32,19.95,27.4,0.2,0.69,0.37,0.06,14.06,16.25,18.1,0.84,1.79,21.98,37.34,0.23,2.64,0.42,0.09,12.55,18.79,3.35
0.82,1.75,21.33,27.57,0.2,2.26,0.42,0.11,13.8,10.47,18.58,1.02,2.01,22.15,34.09,0.2,2.19,0.47,0.14,15.01,17.18,3.08
0.74,1.86,19.28,26.84,0.18,2.1,0.36,0.13,12.48,13,18.35,1.05,2.32,21.48,32.51,0.21,2.64,0.42,0.16,15.51,16.51,3.3575
0.81,1.7,21.2,28.76,0.16,1.75,0.41,0.12,13.8,10.18,19.59,1.15,2.27,22.37,33.33,0.2,2.58,0.46,0.15,15.67,13.32,4.3025
0.77,2,19.73,13.09,0.16,2.11,0.38,0.11,16.51,13.47,21.65,1.24,2.59,18.93,33.16,0.18,2.58,0.4,0.2,16.58,16.72,4.6325
0.74,1.77,18.96,33.26,0.19,1.91,0.35,0.13,12.54,18.46,22.69,1.02,2.21,20.51,27.62,0.2,2.46,0.38,0.16,18.53,21.86,3.62
0.69,1.82,18.26,29.66,0.16,2.05,0.32,0.11,12.59,17.15,23.14,0.94,2.19,20.44,32.81,0.18,2.58,0.37,0.14,17.18,29.26,4.3975
0.58,1.94,13.63,25.57,0.13,2,0.27,0.14,13.25,21.96,19.08,1.78,3.57,12.36,31.38,0.15,2.32,0.29,0.23,16.18,27.08,4.365
0.87,1.96,14.83,30.67,0.18,2.42,0.29,0.14,12.43,14.86,17.57,1.43,2.74,16.62,34.43,0.22,2.51,0.32,0.18,16.7,23.56,3.93
1.17,2.31,12.72,28.27,0.15,2.48,0.27,0.16,13.06,16.82,20.8,1.79,3.16,14.59,32.7,0.2,2.37,0.3,0.21,15.89,24.44,4.045
1.18,2.1,13.78,30.04,0.17,2.4,0.28,0.14,12.45,14.97,19.9,1.75,2.91,15.79,33.43,0.2,2.11,0.33,0.19,15.9,19.34,3.5575
1.27,2.38,11.2,29.19,0.21,2.2,0.27,0.15,12.58,15.14,20.97,1.7,3.07,16.2,29.74,0.23,2.31,0.33,0.18,17.58,18.88,3.975
0.9,2.09,13.9,36.42,0.16,2.24,0.29,0.16,11.52,13.88,22.01,1.52,2.69,16.79,33.45,0.25,2.22,0.37,0.18,16.66,17.26,3.8875
1.09,2.08,15.89,37.55,0.15,2.13,0.33,0.14,10.88,17.55,22.92,1.51,2.63,17.51,30.59,0.16,2.42,0.37,0.18,16.51,22.17,4.53
1.02,2.13,14.94,36.93,0.15,2.26,0.33,0.13,11.18,14.84,14.58,1.85,3.05,16.02,28.44,0.19,2.17,0.33,0.21,17.82,20.92,2.23
1.34,2.26,15.54,31.87,0.15,1.96,0.34,0.13,11.64,16.45,19.15,1.88,3.07,17.64,30.15,0.16,2.52,0.38,0.17,15.86,23.8,3.0925
0.97,2.17,16.97,33.05,0.15,2.08,0.33,0.12,13.14,25.49,19.06,1.58,2.68,18.35,30.35,0.18,2.54,0.38,0.16,18.22,23.16,3.97
1.02,2.03,17.08,32.32,0.14,1.6,0.34,0.11,12.4,18.91,19.88,1.58,2.6,19.04,31.13,0.2,2.05,0.38,0.13,16.55,21.38,3.6275
1.54,2.04,17.62,33.18,0.15,2.28,0.47,0.19,12.72,17.07,22.44,1.34,2.45,20.36,28.01,0.17,2.35,0.41,0.14,18.25,23.04,5.0375
0.94,2.08,15.44,29.2,0.17,2.15,0.36,0.1,13.19,13.59,20.7,1.2,2.59,18.15,32.52,0.19,2.84,0.43,0.16,16.62,21.59,3.8125
1.02,2.06,17.14,31.73,0.19,2.12,0.36,0.12,12.45,13.55,15.64,0.89,1.85,19.13,33.8,0.2,2.36,0.43,0.14,16.65,19.35,2.535
0.84,2.04,16.26,22.94,0.18,2.05,0.37,0.12,13.56,18.58,15.21,1.2,2.21,19.53,24.05,0.18,2.58,0.41,0.16,17.2,22.01,2.025
1.67,2.16,15.8,33.87,0.15,2,0.35,0.2,11.68,18.38,15.24,1.41,2.55,17.7,31.19,0.19,2.46,0.39,0.18,16.78,23.7,2.29
0.9,2.07,18.09,31.93,0.17,1.93,0.37,0.1,12.21,14.5,20.17,1.08,2.74,18.62,38.54,0.21,2.4,0.44,0.14,14.86,18.7,4.0275
0.94,2.04,17.21,31.83,0.17,1.69,0.33,0.12,13.14,14.31,21.73,1.93,2.19,22.77,30.24,0.18,2.22,0.47,0.2,17.92,20.03,4.475
0.91,1.86,13.44,30.26,0.17,1.71,0.35,0.16,13.13,14.74,23.94,2.31,2.56,19.05,33.75,0.18,2.17,0.41,0.19,15.95,18.65,5.1125
0.88,1.87,15.31,30.6,0.17,1.65,0.39,0.14,13.72,16.2,21.63,2.04,2.31,20.73,33.53,0.2,2.17,0.45,0.19,16.38,23.15,6.38
1.02,2.23,15.46,29.7,0.15,2.18,0.33,0.15,14.05,18.64,24.84,1.12,2.46,17.61,33.49,0.21,2.79,0.39,0.2,17.14,26.36,6.4025
0.77,1.82,17.45,25.94,0.16,2.16,0.37,0.1,14.35,13.98,21.82,1.37,2.77,16.21,29.94,0.18,2.25,0.35,0.22,17.26,19.44,4.135
0.82,1.94,15.31,25.6,0.15,1.72,0.35,0.13,13.59,15.06,20.17,1.19,2.75,17.21,30.12,0.18,1.6,0.39,0.16,16.49,23.84,5.925
0.96,2.08,17.68,24.97,0.16,2,0.38,0.11,14.65,14.57,24,1.24,2.57,19.14,28.52,0.19,2.5,0.42,0.17,18.43,20.98,4.0275
0.97,2.07,16.59,32.56,0.14,1.91,0.32,0.12,14.22,17.07,24.6,1.21,2.58,18.96,36.33,0.17,2.39,0.36,0.15,14.56,21.95,5.295
0.89,2.12,14.59,32.71,0.14,1.34,0.32,0.14,12.49,16.73,24.17,1.25,2.72,17.86,30.7,0.16,1.83,0.39,0.17,16.76,20.39,5.06
0.93,2.04,14.69,27.7,0.15,2.25,0.31,0.13,13.4,11.91,26.52,1.44,2.72,16.29,20.08,0.19,2.37,0.36,0.18,17.87,15.69,3.9175
0.91,2.12,14.02,31.95,0.13,1.65,0.29,0.14,13.26,18.56,28.01,1.24,2.81,16.52,35.13,0.18,2.14,0.35,0.19,16.49,23.72,3.855
0.8,1.85,17.52,30.03,0.19,1.51,0.37,0.13,13.48,17.31,16.99,1.11,2.32,19.7,33.88,0.18,1.62,0.43,0.17,16.24,23.32,3.4475
0.85,2.19,17.87,23.76,0.15,2.61,0.35,0.13,12.4,13.52,15.89,1.44,2.82,17.39,28.11,0.19,2.99,0.4,0.19,15.97,22.66,3.3275
0.83,1.89,17.88,39.6,0.13,2.06,0.36,0.13,9.38,16.14,19.17,1.42,3.23,15.11,38.02,0.18,2,0.38,0.22,12.95,18.29,2.5975
1.02,2.37,15.36,29.44,0.19,1.35,0.32,0.12,12.79,16.46,27.1,1.61,3.18,15.95,35.09,0.18,1.85,0.41,0.2,14.14,16.82,3.2525
0.74,1.95,18.45,27.14,0.15,2.11,0.41,0.11,11.67,22.36,23.14,1.41,3.07,16.17,33.07,0.22,2.16,0.4,0.18,16.45,23.53,2.945
0.76,1.84,20.33,44.6,0.18,1.55,0.42,0.09,10.19,16.06,22.71,1.13,2.61,19.23,49.96,0.19,2.01,0.47,0.17,10.88,18.96,3.46
0.8,1.95,20.22,36.52,0.16,1.65,0.43,0.1,10.39,21.79,19.08,1.29,3.07,16.89,33.33,0.2,2.03,0.39,0.17,14.88,22.28,3.095
1.02,2.45,16.76,25.42,0.16,1.75,0.39,0.14,12.35,19.24,23.18,1.29,2.65,18.55,29.92,0.19,2.21,0.42,0.17,15.31,18.14,6.325
0.91,1.88,18.97,39.6,0.17,2.41,0.39,0.11,9.48,18.57,18.49,1.06,2.44,21.65,36.6,0.21,2.62,0.45,0.13,13.07,22.41,4.5675
0.88,2.2,15.85,29.9,0.17,1.77,0.42,0.14,11.82,15.45,20.36,1.3,2.65,18.04,34,0.2,2.15,0.48,0.17,14.03,18.48,3.7025
0.91,2.09,17.65,31.75,0.16,2.59,0.37,0.1,11.42,16.87,22.85,1.31,2.56,17.68,35.4,0.19,2.77,0.42,0.17,13.54,23.97,5.5025
0.93,2.31,15.07,32.08,0.13,2.5,0.32,0.15,11.61,11.33,17.67,1.6,2.89,16.35,33.63,0.19,2.73,0.39,0.19,14.77,15.94,3.1625
0.7,1.97,17.52,41.52,0.14,1.04,0.4,0.12,10.42,12.71,16.48,0.94,2.31,20.29,43.18,0.17,1.46,0.41,0.17,12.49,12.87,3.4075
0.77,1.93,17.4,29.88,0.17,1.37,0.42,0.15,12.67,18.24,16.72,0.73,2.29,20.32,33.7,0.21,1.87,0.44,0.17,15.7,25.2,3.895
0.96,1.79,18.37,43.26,0.19,1.3,0.45,0.12,10.8,22.36,14.77,1,2.34,19.93,46.36,0.23,1.79,0.51,0.15,12.63,26.64,1.53
0.72,1.7,18.31,43.05,0.15,1.35,0.39,0.12,11.47,22.86,16.13,1.1,2.48,19.64,46.19,0.2,1.76,0.42,0.16,12.92,23.81,1.5975
0.87,1.94,16.95,22.3,0.18,1.51,0.36,0.13,13.76,18.01,14.84,0.97,2.49,19.61,25.21,0.18,1.98,0.43,0.16,17.17,22.36,3.4125
0.69,1.87,17.86,25.58,0.16,1.01,0.39,0.11,13.02,16.11,13.83,1.06,2.76,20.03,30.7,0.17,1.53,0.41,0.13,16.18,20.64,2.0475
0.56,1.75,18.04,25.72,0.18,1.32,0.38,0.12,14,20.52,14.59,0.79,2.29,19.81,30.83,0.21,1.87,0.43,0.15,17.18,27.41,2.1125
0.65,1.62,17.41,24.73,0.19,1.41,0.37,0.1,14.17,23.61,9.8,0.99,2.16,20.45,29.2,0.22,1.98,0.49,0.16,17.24,26.3,1.8025
0.6,1.75,19.3,28.79,0.17,1.59,0.44,0.11,13.63,13.68,16.75,0.91,2.16,20.27,31.73,0.21,1.58,0.5,0.18,16.88,12.47,2.99
0.74,1.74,18.02,18.71,0.15,2.08,0.37,0.12,14.29,11.77,18.43,0.88,2.29,20.03,21.31,0.19,2.13,0.46,0.16,19.19,14.97,2.8025
0.74,1.95,17.22,25.08,0.21,1.3,0.39,0.13,12.77,13.23,17.15,1,2.41,17.79,30.47,0.2,1.92,0.48,0.19,15.62,17.92,2.5025
0.72,2.05,15.53,26.34,0.15,1.35,0.35,0.13,13.02,15.02,13.34,1,2.6,17.8,31.28,0.22,2.45,0.42,0.18,16.2,13.21,2.96
0.74,1.85,18.97,29.26,0.15,2.16,0.42,0.11,12.86,16.27,16.84,1,2.57,19.91,29.17,0.17,2.63,0.43,0.16,17.08,16.15,3.89
0.85,1.78,18.55,36.02,0.14,2.13,0.43,0.13,11.64,18.68,19.58,0.81,2.25,21.04,33.33,0.19,2.56,0.5,0.14,16.53,18.19,3.1775
0.74,1.8,16.16,23.75,0.15,1.98,0.37,0.15,12.93,18.12,17.42,0.9,2.38,17.8,31.22,0.17,2.56,0.44,0.21,15.13,21.07,3.4
0.66,1.84,15.72,24.93,0.2,2.05,0.35,0.14,12.14,15.96,18.85,0.95,2.51,18.82,42.23,0.16,2.33,0.47,0.18,12.15,20.61,3.22
0.65,1.79,17.99,38.83,0.19,1.9,0.42,0.11,10.7,16.41,20.52,0.96,2.37,18.09,43.8,0.2,2.21,0.46,0.19,11.79,20.9,2.725
0.65,1.79,17.79,38.32,0.12,1.64,0.41,0.1,10.18,16.34,15.08,0.98,2.35,19.58,44.75,0.2,2.18,0.5,0.15,12.26,19.8,2.74
0.69,2.47,22.99,36.92,0.14,1.56,0.51,0.17,10.26,16.59,15.15,0.99,2.53,18.58,43.71,0.15,2.07,0.44,0.17,12.3,19.61,3.4725
0.77,1.89,18.2,38.63,0.15,2.47,0.4,0.12,10.97,17.01,20.99,0.99,2.5,19.47,37.65,0.2,2.82,0.42,0.17,15.54,24.51,3.21
0.64,1.67,21.19,33.25,0.18,2.47,0.52,0.11,12.87,13.93,19.18,0.92,2.17,21.9,37.02,0.18,2.77,0.58,0.14,15.27,17.49,3.21
0.69,1.63,16.66,31.12,0.17,2.08,0.37,0.11,12.65,16.11,18.96,0.73,2.24,20.14,36.05,0.22,2.67,0.48,0.16,15.81,21.36,3.21
1,1.85,18.19,29.89,0.17,2.67,0.44,0.12,12.34,16.6,21.73,0.86,2.49,19.63,34.2,0.21,2.96,0.54,0.15,16.1,14.42,3.3375
0.87,1.74,18.52,44.63,0.19,2.27,0.37,0.13,8.92,16.72,23.37,0.77,2.37,20.4,42.76,0.18,2.73,0.53,0.15,13.69,14.41,3.3375
0.75,1.89,16.52,36.37,0.17,2.3,0.36,0.14,11.09,16.47,24.09,1.02,2.36,18.71,39.4,0.21,2.92,0.43,0.18,12.61,20.37,3.4725
0.75,1.52,20.74,32.45,0.15,2.26,0.42,0.12,10.33,15.42,16.41,0.8,2.33,22.03,38.48,0.22,2.72,0.47,0.13,11.95,17.81,3.4725
0.59,1.53,22.29,39.13,0.16,1.71,0.43,0.09,9.86,17.32,23.07,0.91,2.14,20.01,41.32,0.19,2.25,0.49,0.16,11.9,21.6,3.4725
0.73,1.74,18.79,34.17,0.15,1.71,0.42,0.11,12.16,20.97,25.28,0.93,2.17,19.62,38.27,0.25,1.81,0.45,0.16,14.24,23.59,3.993333333
0.63,1.7,17.27,35.78,0.15,1.32,0.39,0.13,10.73,20.71,24.02,0.97,2.32,18.42,42.92,0.2,2.07,0.46,0.19,12.92,27.7,3.993333333
0.61,1.78,18.25,34.21,0.16,1.89,0.42,0.13,11.76,23,19.05,1.67,2.71,16.97,38.75,0.17,2.25,0.47,0.12,13.58,26.99,3.9475
0.66,1.93,16.08,26.34,0.15,2,0.37,0.13,13.64,16.38,20.03,0.93,2.46,17.51,32.64,0.2,2.27,0.38,0.21,15.97,22.91,3.7275
0.84,1.64,17.98,26.4,0.18,2.12,0.39,0.14,11.81,18.81,17.5,1,2.26,19.03,24.71,0.19,2.46,0.45,0.19,17.35,20.03,3.7275
0.72,1.7,16.88,21.83,0.22,2.03,0.36,0.14,14.35,20.34,23.53,0.92,2.13,19.42,29.32,0.14,2.64,0.4,0.19,15.58,25.8,2.0725
0.88,1.91,16.11,31.63,0.16,2.11,0.37,0.15,10.41,12.77,22.71,1.01,2.33,18.91,30.46,0.18,2.47,0.45,0.19,17,23.95,2.59
0.72,1.58,19.52,29.51,0.16,2.57,0.45,0.09,13.13,16.09,24.4,0.94,2.36,18.13,30.54,0.17,2.31,0.4,0.2,16.86,23,2.59
0.65,1.9,14.25,32.65,0.19,1.94,0.31,0.14,11.77,18.81,17.6,0.81,2.25,19.76,34.17,0.19,2.69,0.43,0.17,15.78,23.8,2.6275
0.63,1.84,17.14,30.32,0.2,2.09,0.37,0.11,13.28,18.85,25.39,1,2.5,17.43,35.14,0.22,3.1,0.36,0.21,16.25,23.22,2.705
0.63,1.98,16.9,33.01,0.16,1.57,0.34,0.13,12.38,18.93,17.13,0.99,2.45,17.95,37.02,0.2,2.71,0.39,0.18,14.5,22.09,3.33
0.75,1.8,18.01,22.84,0.12,2.11,0.41,0.15,15.6,22.86,12.76,0.81,2.12,19.93,33.12,0.23,2.91,0.46,0.17,15.2,33.12,3.0425
0.71,2,16.04,31.45,0.13,1.79,0.38,0.14,13.28,15.76,19.6,0.86,2.43,17.47,34.48,0.19,2.73,0.41,0.19,15.6,20.16,2.595
0.65,1.89,16.64,29.89,0.16,2.24,0.39,0.13,13.34,18.97,16.8,0.77,2.29,19.23,30.85,0.22,2.6,0.41,0.17,13.74,27.54,2.3725
0.54,1.96,16.4,17.46,0.16,2.15,0.37,0.16,14.87,21.07,18.48,0.71,1.9,22.42,32.32,0.2,2.51,0.44,0.13,15.8,23.64,2.565
0.58,2.01,17.06,26.08,0.15,1.97,0.43,0.15,13.32,18.63,20.33,0.74,2.3,19.83,34.7,0.18,2.26,0.41,0.18,14.86,21.36,2.8
0.63,1.96,17.63,27.1,0.2,2.03,0.38,0.13,15.05,17.64,19.18,0.82,2.14,19.82,32.25,0.2,2.39,0.46,0.19,16.54,21.71,3.335
0.64,1.56,20.16,33.2,0.19,2.1,0.43,0.13,14.4,20.32,20.25,0.82,2.3,20.22,32.34,0.22,2.59,0.42,0.18,16.55,24.06,2.3
0.7,1.86,17.95,32.19,0.19,2.07,0.36,0.12,14.03,18.67,16.48,0.92,2.47,19.5,30.99,0.22,2.63,0.41,0.18,18.3,23.22,2.8475
0.73,1.95,18.35,24.66,0.19,2.31,0.38,0.12,17.25,15.29,13.98,0.84,2.52,17.53,28.36,0.18,2.67,0.39,0.19,19.49,22.4,3.53
0.55,1.46,21.33,25.78,0.19,1.99,0.43,0.09,16.42,27.13,17.99,0.93,2.61,17.45,28.81,0.2,2.42,0.41,0.21,20.12,20.41,3.3825
0.7,2.14,17.13,30.01,0.2,1.93,0.41,0.11,15.63,13.99,15.31,0.95,2.43,19.31,33.57,0.2,2.3,0.42,0.17,19.35,22.43,3.19
0.73,2.06,15.83,30.9,0.22,2.29,0.38,0.14,15.23,16.2,16.64,0.96,2.4,19.04,32.29,0.21,2.64,0.47,0.18,19.78,19.18,3.3
0.61,1.83,17.56,31.33,0.16,2.04,0.38,0.14,14.73,20.57,16.61,1.11,2.42,18.26,33.66,0.21,2.24,0.44,0.21,17.37,18.15,3.605
0.62,1.84,17.75,27.77,0.17,2.42,0.39,0.12,14.81,17.63,17.27,0.86,2.37,20.35,29.2,0.18,2.42,0.46,0.14,19.08,21.07,2.48
0.79,2.59,13.67,26.94,0.14,2.05,0.33,0.15,14.12,16.02,16.5,0.93,2.4,18.99,27.68,0.17,1.96,0.4,0.18,17.73,16.24,2.4475
0.62,1.95,14.92,30.91,0.15,1.82,0.33,0.16,14.04,17.18,13.57,0.96,2.5,18.03,32.6,0.17,2.51,0.4,0.19,17.96,23.16,1.965
0.45,1.9,14.13,28.23,0.18,2.41,0.34,0.16,15.23,16.86,15.04,0.96,2.47,17.41,29.75,0.22,2.64,0.41,0.2,18.03,21.76,2.69
0.52,2.14,16.03,36.59,0.2,1.69,0.39,0.13,13.59,16.94,16.77,0.85,2.27,20.78,33.29,0.25,2.06,0.47,0.13,17.11,23.75,2.4525
0.53,2.31,11.71,30.41,0.17,2.08,0.33,0.18,14.36,12.35,17.36,0.89,2.41,18.58,28.76,0.19,2.26,0.44,0.18,20.22,21.1,2.1775
0.6,2.11,13.11,29.73,0.16,2.29,0.28,0.12,15.47,12.89,16.19,0.96,2.5,17.57,32.12,0.19,2.75,0.38,0.2,17.82,23.78,3.0975
0.6,2.06,13.39,34.6,0.14,2.18,0.27,0.13,14.25,12.52,19.31,0.82,2.41,17.85,37.37,0.21,2.6,0.4,0.2,16,24.72,3.6675
0.55,1.69,16.79,26.78,0.18,2.18,0.34,0.1,14.76,16.92,16.53,0.73,2.26,17.87,31.13,0.21,2.79,0.42,0.19,17.19,25,3.24
0.59,2.28,14.24,27.19,0.18,1.83,0.34,0.13,14.94,12.81,15.24,0.91,2.42,18.43,29.32,0.17,2.35,0.43,0.17,18.79,22.63,3.56
1.19,1.93,18.03,33.55,0.2,2.09,0.42,0.11,11.7,14.89,17,0.74,2.01,21.06,34.44,0.23,2.64,0.48,0.13,14.6,20.35,3.4725
0.8,1.62,19.94,34.4,0.17,1.9,0.42,0.1,12.49,13.7,20.16,0.79,2.1,20.74,39.44,0.22,2.58,0.44,0.14,13.61,25.61,3.035
1.19,1.95,16.85,31.84,0.19,1.7,0.35,0.12,12.82,17.58,17.49,0.91,2.16,18.28,38.72,0.19,2.63,0.38,0.19,14.04,22.33,3.3375
0.71,1.76,19.13,28.82,0.17,1.54,0.39,0.13,11.95,16.55,20.08,0.93,2.41,19.54,37.69,0.24,2.23,0.42,0.18,12.96,19.38,4.2725
0.92,1.88,17.69,31.92,0.18,2.28,0.367,0.09,12.52,23.2,19.06,0.99,2.35,19.42,37.72,0.23,2.92,0.4,0.15,14.36,31.41,3.5
1.1,1.61,19.03,27.21,0.18,2.02,0.4,0.1,12.36,15.07,16.27,0.68,1.91,21.6,36.24,0.22,2.64,0.44,0.13,13.51,24.63,3.2225
0.86,1.4,19.25,25.1,0.18,2.45,0.39,0.11,13.51,15.48,16.81,0.79,2.07,19.82,38.57,0.2,3,0.45,0.17,13.68,15.95,3.48
1.01,2.07,16.28,30.93,0.18,2.41,0.35,0.11,12.93,14.31,20.9,1.3,2.42,19.98,38.06,0.26,3.06,0.4,0.17,14.5,23.3,3.71
0.52,1.87,17.19,37.46,0.18,1.77,0.38,0.13,11.33,16.08,16.05,0.83,2.33,19.49,37.48,0.2,2.33,0.43,0.16,14.96,21.39,2.64
0.92,2.09,15.83,29,0.18,1.95,0.39,0.12,13.91,16.25,22.88,1.52,2.83,17.79,31.71,0.23,2.25,0.4,0.18,17,20.55,4.58
0.8,1.65,18.34,33.94,0.18,1.49,0.39,0.11,15.18,14.62,17.11,0.96,2.19,19.34,37.6,0.25,2.37,0.43,0.16,17.25,19.86,3.5175
